Edad,Género,País de Residencia,Ciudad de Residencia (EEUU),Trabajo Autónomo,Antecedente Heredofamiliar,Búsqueda de Tratamiento con un Profesional,Cantidad de Empleados en la Empresa,Beneficios Dentro de Seguro Médico,Problemas de Salud Mental en Entrevista Laboral,Conocimiento de las Opciones de Cobertura por la Empresa Actual,Recursos de la Empresa Para Conocer sobre la Salud Mental y Canales de Ayuda,Facilidad de Consulta de Baja Médica en el Trabajo,Comodidad para Hablar de una Enfermedad Mental con Compañeros de Trabajo,Comodidad para Hablar de una Enfermedad Mental con un Director/Supervisor,Cobertura de Salud Mental en Seguro Médico,Beneficios de Salud Mental de Empleos Anteriores,Conocimiento de las Opciones de Ayuda por el Empleo Anterior,Protección de Anonimato Si Se Toma Ventaja de los Recursos de Tratamiento en Empleos Anteriores,Disposición de Hablar de Salud Mental con un Supervisor,Disposición para Hablar Sobre Enfermedad Mental con Familia/Amigos,Seguridad de Revelar Enfermedad Mental Debido a Comentario Sobre Salud Mental de Otra Persona,Situación Mental Actual,¿Alguna Vez Has Sido Diagnosticado con una Enfermedad Mental?,Nivel de Interferencia en el Trabajo Cuando Se Está Bajo Tratamiento,Nivel de Interferencia en el Trabajo Cuando No Se Está Bajo Tratamiento,Disposición a Revelar Enfermedad Mental a Empleados/Compañeros,Productividad Afectada Por Enfermedad Mental,Porcentaje de Tiempo Afectada Por Enfermedad Mental,¿Has Observado o Experimentado una Respuesta Insolidaria o Mal Gestionada a un Problema de Salud Mental en tu Lugar de Trabajo Actual o Anterior?,Importancia a la Salud Mental (Empresa),¿Cómo Afectó la Relación con Alguien de tu Trabajo el Haberle Contado sobre tu Enfermedad Mental?,¿Te Identificas Abiertamente en el Trabajo como una Persona con una Enfermedad Mental?,¿Tu Carrera Se Ha Visto Afectada por Tener una Enfermedad Mental?,"Si Supieran Que Padeces un Trastorno Mental, ¿Cómo Crees Que Reaccionarían los Miembros de tu Equipo/Compañeros de Trabajo?",¿Has Observado o Experimentado una Respuesta Positiva De Compañeros/Jefes al Saber que Tienes una Enfermedad Mental?,¿En qué Medida Cree que el Sector Tecnológico Apoya a los Empleados con Enfermedades Mentales?,Raza
38,Masculino,Estados Unidos,Oregon,No,Si,Si,Más de 1000,Si,No,Si,No,Muy fácil,Si,Si,No respondió,Algunos lo hicieron,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Tal vez,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Bien,"Si, me ha pasado",Poco,Blanco(a)
57,Femenino,Estados Unidos,Maryland,Si,Si,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,"Depende, si me lo preguntan",Si,26-50%,No,No respondió,Cambió positivamente,No,No respondió,No creo que le(s) importe,No,Poco,Blanco(a)
34,Masculino,Estados Unidos,Nueva York,No,Si,Si,Más de 1000,Si,No,Si,No lo sé,Fácil,Tal vez,Si,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Muy bien,"Si, me ha pasado",Lo suficiente,Blanco(a)
30,Masculino,Estados Unidos,Oregon,No,No sé,Si,26-100,No lo sé,No,No,No lo sé,Más o menos,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No respondió,Seguramente si,No respondió,Raramente,A veces,No respondió,No respondió,No respondió,"Si, lo he visto",Medianamente importante,No respondió,No,No respondió,Indiferente,No,Poco,Blanco(a)
52,Masculino,Estados Unidos,Georgia,No,No,No,Más de 1000,Si,No,Si,No lo sé,Fácil,No,No,No respondió,"Si, todos lo hicieron",Conocía algunas,A veces,Con algunos de mis jefes anteriores,Muy dispuesto,Si,Seguramente si,No respondió,Raramente,Raramente,No respondió,No respondió,No respondió,No,Algo importante,No respondió,No,No respondió,Me entiende(n),No,Poco,No respondió
31,Femenino,Estados Unidos,California,Si,No,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),No,Si,Si,A veces,A menudo,"No, influiriá negativamente",Si,26-50%,No,No respondió,No tengo una enfermedad mental,No,No respondió,Sin comentarios,No,Más o menos,Blanco(a)
29,Otro,Estados Unidos,Ohio,No,No sé,Si,26-100,Si,No,No,No,Difícil,No,Si,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,"Si, siempre","No, con ninguno de mis supervisores anteriores",No dispuesto(a),Tal vez,Si,Si,A menudo,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
44,Masculino,Estados Unidos,Washington,No,Si,Si,Más de 1000,Si,No,Si,No,No sé,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,Si,Si,Si,A menudo,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Medianamente importante,No respondió,No,No respondió,Bien,"Si, me ha pasado",Poco,Blanco(a)
30,Masculino,Estados Unidos,Tennessee,No,Si,Si,6-25,Si,No,Si,No,Fácil,No,No,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No,"No, con ninguno de mis supervisores anteriores",Neutral,Tal vez,Seguramente si,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Sin comentarios,"Si, me ha pasado",Más o menos,Blanco(a)
29,Masculino,Estados Unidos,Nueva York,No,No sé,Si,100-500,Si,Tal vez,No,Si,Muy fácil,Si,Si,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,No sé,Muy dispuesto,No respondió,Si,Si,Nunca,A veces,No respondió,No respondió,No respondió,No,Algo importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Poco,Blanco(a)
27,Femenino,Estados Unidos,Texas,No,Si,Si,Más de 1000,Si,No,Si,Si,Más o menos,Tal vez,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Indiferente,"Si, me ha pasado",Más o menos,Blanco(a)
39,Masculino,Estados Unidos,Washington,No,Si,Si,Más de 1000,Si,No,Si,Si,Fácil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,A veces,"No, con ninguno de mis supervisores anteriores",No dispuesto(a),Si,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Algo importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
40,Otro,Estados Unidos,California,No,Si,Si,100-500,Si,No,Si,No,Muy fácil,No,Si,No respondió,Algunos lo hicieron,"No, las conocí después",No lo sé,Con algunos de mis jefes anteriores,Dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, lo he visto",Medianamente importante,No respondió,No,No respondió,Me entiende(n),"Si, lo he visto",Poco,No respondió
36,Otro,Estados Unidos,Pensilvania,No,Si,Si,Más de 1000,Si,Tal vez,Si,Si,No sé,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Normal,"Si, me ha pasado",Lo suficiente,Asiático(a)
48,Otro,Estados Unidos,California,Si,No,No,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,No,"No, ninguno lo hizo","No, las conocí después",No lo sé,No sé,No estoy dispuesto(a),Si,No lo sé,No respondió,A veces,A veces,No tengo una enfermedad mental,No,No respondió,Siempre he sido mi propio jefe(a),No respondió,No tengo una enfermedad mental,No,No respondió,Indiferente,No,Más o menos,Blanco(a)
43,Otro,Estados Unidos,Colorado,No,No,No,Más de 1000,Si,Tal vez,Si,Si,Fácil,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No lo sé,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
38,Masculino,Estados Unidos,Nuevo México,No,Si,Si,100-500,Si,No,Si,Si,Más o menos,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Sin comentarios,Tal vez/No estoy seguro(a),Poco,Blanco(a)
42,Masculino,Estados Unidos,California,No,No sé,Si,26-100,No lo sé,Tal vez,No,No,Fácil,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Muy bien,No,Más o menos,Blanco(a)
30,Otro,Estados Unidos,Virginia,No,Si,Si,Más de 1000,Si,No,Si,Si,Difícil,Si,No,No respondió,"Si, todos lo hicieron","Si, las conocía","Si, siempre","Si, con todos mis supervisores anteriores",No estoy dispuesto(a),No,Si,No,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Algo importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
43,Masculino,Estados Unidos,Carolina del Norte,No,Si,Si,Más de 1000,Si,No,Si,Si,Fácil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Muy poco importante,No respondió,No,No respondió,Indiferente,"Si, me ha pasado",Poco,Blanco(a)
25,Femenino,Estados Unidos,Nueva York,No,No sé,Si,Más de 1000,Si,No,Si,Si,No sé,No,No,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Neutral,Tal vez,Si,Si,A menudo,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Normal,"Si, me ha pasado",Poco,Prefiero no responder
34,Otro,Estados Unidos,Arizona,No,Si,No,Más de 1000,Si,No,No,No lo sé,No sé,No,No,No respondió,Algunos lo hicieron,"Si, las conocía",No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No respondió,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,No creo que le(s) importe,No,Más o menos,Blanco(a)
28,Otro,Estados Unidos,Distrito de Columbia,No,No,No,26-100,Si,No,Si,No lo sé,Muy fácil,Si,No,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Dispuesto(a),No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Importante,No respondió,No,No respondió,No creo que le(s) importe,Tal vez/No estoy seguro(a),Más o menos,Asiático(a)
39,Masculino,Estados Unidos,California,Si,No sé,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,Tal vez,Si,Si,Raramente,A menudo,"Depende, si me lo preguntan",Si,1-25%,"Si, me ha pasado",No respondió,Cambió positivamente,Si,Si,Normal,"Si, me ha pasado",Nada,Blanco(a)
24,Otro,Estados Unidos,Tennessee,No,No,No,1-5,No lo sé,No,No,No,Fácil,Tal vez,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Neutral,No respondió,Seguramente si,No respondió,No tengo una enfermedad mental,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,No,No respondió,Sin comentarios,"Si, me ha pasado",Más o menos,Blanco(a)
54,Masculino,Estados Unidos,Washington,No,No sé,Si,Más de 1000,No lo sé,Si,No,No,No sé,Si,No,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Si,Si,A veces,A veces,No respondió,No respondió,No respondió,"Si, me ha pasado",Moderadamente importante,No respondió,Si,Si,Normal,Tal vez/No estoy seguro(a),Poco,Blanco(a)
47,Masculino,Estados Unidos,Ohio,No,Si,Si,Más de 1000,Si,Tal vez,Si,Si,Fácil,Si,Si,No respondió,"Si, todos lo hicieron","Si, las conocía",No lo sé,"Si, con todos mis supervisores anteriores",Muy dispuesto,Si,Si,Si,A veces,A veces,No respondió,No respondió,No respondió,"Si, lo he visto",Medianamente importante,No respondió,No,No respondió,Normal,"Si, me ha pasado",Poco,Blanco(a)
30,No respondió,Estados Unidos,Utah,No,Si,Si,100-500,Si,No,Si,No,Fácil,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Normal,"Si, me ha pasado",Poco,Blanco(a)
48,Masculino,Estados Unidos,Massachusetts,No,No sé,Si,Más de 1000,Si,No,Si,No lo sé,No sé,Tal vez,No,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,Raramente,Raramente,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Indiferente,"Si, lo he visto",Más o menos,Blanco(a)
35,Otro,Estados Unidos,Idaho,No,Si,Si,Más de 1000,No lo sé,Tal vez,No,Si,Fácil,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,No dispuesto(a),No,Seguramente si,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Normal,No,Más o menos,Blanco(a)
34,Masculino,Estados Unidos,Tennessee,No,No sé,No,26-100,No lo sé,No,No,No lo sé,Fácil,Si,Si,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, lo he visto",Medianamente importante,No respondió,No,No respondió,Me apoya(n) mucho,Tal vez/No estoy seguro(a),Poco,Blanco(a)
25,Otro,Estados Unidos,Tennessee,No,Si,No,500-1000,Si,No,Si,No,Fácil,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Dispuesto(a),No respondió,Seguramente si,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,No,No respondió,Muy bien,"Si, lo he visto",Más o menos,Blanco(a)
34,Masculino,Estados Unidos,California,No,No sé,Si,100-500,Si,No,No,No lo sé,No sé,No,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),Tal vez,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
42,Masculino,Estados Unidos,California,No,Si,Si,100-500,Si,No,Si,No,Difícil,No,No,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),Si,No,No respondió,Raramente,A veces,No respondió,No respondió,No respondió,"Si, lo he visto",Muy poco importante,No respondió,No,No respondió,Indiferente,No,Nada,Blanco(a)
27,Masculino,Estados Unidos,Illinois,No,Si,Si,100-500,No lo sé,No,No,No,Muy fácil,Si,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Bien,"Si, lo he visto",Poco,Blanco(a)
33,Femenino,Estados Unidos,California,No,Si,Si,Más de 1000,Si,No,Si,No,Difícil,Tal vez,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No,Seguramente si,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,No creo que le(s) importe,No,Más o menos,Blanco(a)
27,Femenino,Estados Unidos,Maryland,No,No sé,Si,26-100,Si,No,Si,No lo sé,Muy fácil,Si,Tal vez,No respondió,"Si, todos lo hicieron",Conocía algunas,"Si, siempre","Si, con todos mis supervisores anteriores",Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,Indiferente,No,Más o menos,Negro(a) o Afroamericano(a)
48,Masculino,Estados Unidos,Minnesota,No,No sé,No,500-1000,Si,No,No,No,No sé,Si,No,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,No estoy dispuesto(a),No respondió,Seguramente si,No respondió,A veces,Raramente,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Nada,Blanco(a)
32,Femenino,Estados Unidos,Virginia,No,No sé,Si,Más de 1000,Si,No,Si,No,Fácil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Muy dispuesto,Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,No creo que le(s) importe,"Si, me ha pasado",Poco,Blanco(a)
29,Masculino,Estados Unidos,Texas,No,Si,Si,100-500,Si,No,No,No lo sé,Difícil,Si,Tal vez,No respondió,Algunos lo hicieron,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Me apoya(n),"Si, lo he visto",Poco,Blanco(a)
36,Femenino,Estados Unidos,Minnesota,Si,Si,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"Si, todos lo hicieron","No, las conocí después","Si, siempre","No, con ninguno de mis supervisores anteriores",Muy dispuesto,Tal vez,Si,No,Raramente,A menudo,"Si, siempre",Si,1-25%,Tal vez/No estoy seguro(a),No respondió,No estoy seguro(a),Si,No,Muy bien,Tal vez/No estoy seguro(a),Poco,Asiático(a)
50,Femenino,Estados Unidos,Texas,No,No sé,No,Más de 1000,Si,No,No,Si,Difícil,No,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Dispuesto(a),Si,Seguramente si,No respondió,Raramente,A veces,No respondió,No respondió,No respondió,"Si, lo he visto",Algo importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
42,Otro,Estados Unidos,Illinois,No,Si,No,Más de 1000,Si,Tal vez,No,No lo sé,Muy fácil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,No tengo una enfermedad mental,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,No,No respondió,Me entiende(n),"Si, lo he visto",Más o menos,Blanco(a)
22,Masculino,Estados Unidos,Arizona,No,No sé,No,100-500,No lo sé,Tal vez,No,No lo sé,Muy fácil,Tal vez,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No respondió,No lo sé,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,No creo que le(s) importe,No,Más o menos,Blanco(a)
39,Femenino,Estados Unidos,Utah,No,No sé,Si,500-1000,Si,No,Si,Si,Fácil,Si,Si,No respondió,Algunos lo hicieron,No me ofrecieron ninguna,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Sumamente importante,No respondió,No,No respondió,Bien,"Si, lo he visto",Más o menos,Blanco(a)
36,Otro,Estados Unidos,Utah,Si,No sé,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"Si, todos lo hicieron","Si, las conocía","Si, siempre","No, con ninguno de mis supervisores anteriores",No dispuesto(a),Tal vez,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No tengo una enfermedad mental,Si,51-75%,"Si, lo he visto",No respondió,No tengo una enfermedad mental,No,No respondió,Indiferente,No,Nada,Blanco(a)
28,Otro,Estados Unidos,California,No,No,Si,6-25,Si,Tal vez,Si,No,No sé,Tal vez,Si,No respondió,"Si, todos lo hicieron","Si, las conocía",No lo sé,"Si, con todos mis supervisores anteriores",Muy dispuesto,No,Seguramente si,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,No,Poco importante,No respondió,No,No respondió,Me entiende(n),Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
28,Masculino,Estados Unidos,Pensilvania,No,No sé,No,26-100,Si,Tal vez,Si,Si,Muy fácil,Tal vez,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Me entiende(n),Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
